Name,SalePrice,DateOfSale,Year,Mileage,Classification,Transmission,FuelType,Description,SaleLocation
audi s4 (tfsi v6),21429.00,2024-10-16,2014,42200,saloon,automatic,petrol,grey audi s4. 3.0 tfsi v6 s tronic quattro euro 5 (s/s) 4dr,dublin
audi a4 avant (sport),12385.00,2024-10-16,2017,98456,estate,manual,diesel,navy audi a4 avant. 2.0 tdi ultra sport euro 6 (s/s) 5dr. 1 previous owner,dublin
audi a4 avant (executive se),2835.00,2024-10-17,2009,181663,estate,manual,diesel,black audi a4 avant. 2.0 tdi executive se euro 4 5dr,kildare
audi a3 (black edition),21821.00,2024-10-19,2019,21171,hatchback,manual,petrol,audi a3. 1.0 tfsi 30 black edition sportback euro 6 (s/s) 5dr. 1 previous owner,donegal
audi a4 avant (se),4741.00,19/10/2024,2009,90012,estate,automatic,diesel,navy audi a4 avant. 2.0 tdi se cvt 5dr,kilkenny
audi q3 (s line plus),16310.00,19/10/2024,2015,60291,suv,manual,diesel,silver audi q3. 2.0 tdi s line plus suv 5dr diesel quattro euro 6 (s/s) (150 ps). 2 previous owners,dublin
audi a5 (se technik),6924,2024-10-20,2014,147656,hatchback,manual,diesel,blue audi a5. 2.0 tdi se technik sportback euro 5 (s/s) 5dr. 2 previous owners,limerick
audi a3 cabriolet (tfsi),16743,20/10/2024,2016,53507,convertible,manual,petrol,blue audi a3. 1.4 tfsi s line 2dr,donegal
audi a1 (tfsi),12854.00,22/10/2024,2017,17633,hatchback,manual,petrol,grey audi a1. 1.4l sport tfsi 3dr,cork
audi s4 (tfsi v6),26233.00,2024-10-24,2017,22975,saloon,automatic,petrol,silver audi s4. 3l tfsi v6 4dr,louth
audi a4 (black edition),24025.00,26/10/2024,2019,39261,saloon,automatic,diesel,grey audi a4. 2.0 tdi 40 black edition s tronic (s/s) 4dr. 2 previous owners,kildare
audi rs6 avant (carbon black),100143.00,26/10/2024,2020,11268,estate,automatic,petrol,blue audi rs6 avant. 4.0 tfsi v8 carbon black estate 5dr petrol tiptronic quattro euro 6 (s/s) (600 ps). 2 previous owners,meath
audi a6 saloon (black edition),19277.00,2024-10-26,2017,57367,saloon,automatic,diesel,audi a6 saloon. 2.0 tdi ultra black edition s tronic euro 6 (s/s) 4dr. 2 previous owners,dublin
audi rs q3 (audi sport edition),66433.00,27/10/2024,2022,515,suv,automatic,petrol,red audi rs q3 avant. tfsi quattro audi sport ed 5dr s tronic[c+s] 2.5,dublin
audi a6 avant (s line),37183.00,28/10/2024,2019,23444,estate,automatic,petrol,black audi a6 avant. 2.0 tfsi 45 s line s tronic quattro euro 6 (s/s) 5dr. 1 previous owner,dublin
audi q5 (tdi),12726.00,29/10/2024,2011,73472,suv,automatic,diesel,audi q5. 2.0 tdi s line s tronic quattro euro 5 5dr. 2 previous owners,galway
audi r8 (fsi v10),89143.00,30/10/2024,2017,32060,coupe,automatic,petrol,navy audi r8. 5.2 fsi v10 plus s tronic quattro (s/s) 2dr,dublin
audi q7 (tdi v6),27856.00,01/11/2024,2015,71791,suv,automatic,diesel,blue audi q7. 3.0 tdi quattro s line 5dr tip auto,offaly
audi s8 (tfsi v8),24491.00,02/11/2024,2014,97240,saloon,automatic,petrol,blue audi s8. 4.0 tfsi v8 tiptronic quattro 4dr. 5 previous owners,cork
audi a6 allroad (sport),19365.00,2024-11-03,2016,81920,estate,automatic,diesel,black audi a6. 3.0 allroad tdi quattro sport 5d 215 bhp. 2 previous owners,dublin
audi q4 e-tron (edition 1),53800.00,05/11/2024,2021,9591,suv,automatic,electric,"red audi q4 e-tron. q4 edition 1 35 e-tron 125,00 kw 5dr. 1 previous owner",dublin
audi a5 (tfsi),26190.00,05/11/2024,2019,26046,hatchback,automatic,petrol,navy audi a5. 35 tfsi s line 5dr s tronic 2.0,dublin
audi a6 saloon (black edition),37196,07/11/2024,2021,13041,saloon,automatic,diesel,black audi a6 saloon. 2.0 tdi 40 black edition s tronic quattro euro 6 (s/s) 4dr. 2 previous owners,carlow
audi a1 (sport),7019.00,07/11/2024,2013,83181,hatchback,manual,petrol,"red audi a1. 1.4 tfsi sport 3d 122 bhp + service history, + 3 mth warranty. 2 previous owners",dublin
audi a4 allroad (tdi),9220.00,2024-11-08,2013,114858,estate,manual,diesel,black audi a4 allroad. 2.0 tdi quattro euro 5 (s/s) 5dr. 2 previous owners,kerry
audi q7 (tfsi v6),68278.00,2024-11-09,2022,5367,suv,automatic,petrol,silver audi q7. 55 tfsi quattro black edition 5dr tiptronic 3.0. 1 previous owner,dublin
audi rs3 (tfsi),65802.00,09/11/2024,2022,1476,saloon,automatic,petrol,silver audi rs3. rs 3 tfsi quattro carbon black 4dr s tronic 2.5,carlow
audi a4 (tdi),27310.00,10/11/2024,2019,29457,saloon,automatic,diesel,black audi a4. black edition 40 tdi 190 ps s tronic 2.0 4dr,waterford
audi a3 (tdi),4179.00,10/11/2024,2009,110125,hatchback,manual,diesel,blue audi a3. 2.0 tdi s line euro 4 3dr,tipperary
audi q4 e-tron (launch edition),60384.00,2024-11-10,2022,14553,suv,automatic,electric,red audi q4 e-tron. 40 launch edition sportback auto 5dr 82kwh,roscommon
audi s1 (tfsi),17774.00,10/11/2024,2015,52619,hatchback,manual,petrol,audi s1. 2.0 tfsi sportback quattro euro 6 (s/s) 5dr. 3 previous owners,dublin
audi q7 (vorsprung),55362.00,11/11/2024,2019,20088,suv,automatic,diesel,black audi q7. 3.0 tdi v6 50 vorsprung tiptronic quattro euro 6 (s/s) 5dr. 1 previous owner,cork
audi a1 (sport),5983.00,2024-11-11,2011,100068,hatchback,manual,petrol,silver audi a1. 1.4 tfsi sport euro 5 (s/s) 3dr. 4 previous owners,dublin
audi q5 (sport),30916,2024-11-11,2019,18516,suv,automatic,diesel,grey audi q5. sport 40 tdi quattro 190 ps s tronic 2.0 5dr,roscommon
audi r8 (fsi v10),126425.00,13/11/2024,2020,11761,coupe,automatic,petrol,audi r8. 5.2 fsi v10 performance carbon black s tronic quattro (s/s) 2dr,galway
audi a4 (black edition),32328.00,2024-11-14,2021,7552,saloon,automatic,diesel,audi a4. black edition 35 tdi 163 ps s tronic 2.0 4dr,dublin
audi a6 avant (tdi),7773.00,15/11/2024,2012,140143,estate,manual,diesel,black audi a6 avant. 2.0 tdi se 5dr. 3 previous owners,galway
audi q7 (tdi v6),57335.00,15/11/2024,2021,14923,suv,automatic,diesel,blue audi q7. 3.0 tdi v6 45 black edition tiptronic quattro euro 6 (s/s) 5dr. 1 previous owner,dublin
audi s4 avant (tfsi v6),26769.00,15/11/2024,2017,70189,estate,automatic,petrol,audi a4. s4 quattro tip tronic [light & vision pack] 3.0 5dr,wexford
audi q5 (s line),29612,15/11/2024,2019,46642,suv,automatic,diesel,navy audi q5. 40 tdi quattro s line 5dr s tronic [tech pack] 2.0. 1 previous owner,kerry
audi a6 saloon (ultra),15447.00,16/11/2024,2015,60068,saloon,automatic,diesel,navy audi a6 saloon. 2.0 tdi ultra s line s tronic euro 6 (s/s) 4dr. 3 previous owners,mayo
audi a5 (se technik),10326,18/11/2024,2013,71023,hatchback,automatic,diesel,red audi a5. 2.0 tdi se technik sportback multitronic euro 5 (s/s) 5dr. 3 previous owners,wexford
audi s3 (tfsi),27940.00,2024-11-19,2018,25584,hatchback,automatic,petrol,black audi a3. s3 tfsi quattro black edition 5dr s tronic 2.0. 3 previous owners,dublin
audi q2 (cod),19252.00,20/11/2024,2017,35342,suv,automatic,petrol,audi q2. 1.4l sport cod tfsi 5dr,dublin
audi a8 (sport),58152.00,20/11/2024,2021,3883,saloon,automatic,petrol plug-in hybrid,red audi a8. 60 tfsi e quattro sport 4dr tiptronic 3.0. 1 previous owner,laois
audi a4 (ultra),14346.00,2024-11-20,2016,55122,saloon,manual,diesel,red audi a4. 2.0 tdi ultra se 4d 148 bhp ****uk delivery available****. 2 previous owners,dublin
audi a5 (tdi),17818.00,21/11/2024,2017,80413,hatchback,automatic,diesel,silver audi a5. 2.0 tdi s line sportback s tronic quattro euro 6 (s/s) 5dr,westmeath
audi a6 saloon (se),2878,21/11/2024,2009,103339,saloon,automatic,diesel,audi a6 saloon. 2.0 tdi se multitronic euro 5 4dr,dublin
audi a1 (sport),11216.00,21/11/2024,2017,48364,hatchback,manual,petrol,grey audi a1. 1.0 tfsi sport 3dr,waterford
audi a4 (tfsi),29298.00,22/11/2024,2019,10463,saloon,automatic,petrol,black audi a4. 40 tfsi black edition 4dr s tronic 2.0,limerick
audi a5 (s line),39409.00,22/11/2024,2021,7303,hatchback,automatic,petrol,blue audi a5. 40 tfsi 204 s line 5dr s tronic 2.0,dublin
audi a5 (tfsi),22294,24/11/2024,2019,13429,coupe,manual,petrol,silver audi a5. tfsi sport 2.0 2dr. 1 previous owner,wexford
audi a4 avant (s line),31789.00,25/11/2024,2021,12646,estate,automatic,diesel,grey audi a4. avant s line 35 tdi 163 ps s tronic 2.0 5dr,dublin
audi q7 (tdi v6),30111.00,26/11/2024,2017,81213,suv,auto,diesel,audi q7. 3.0 tdi 218 quattro s line 5dr tip auto. 2 previous owners,kilkenny
audi a4 (s line),24309.00,26/11/2024,2019,29833,saloon,automatic,diesel,navy audi a4. 2.0 tdi 40 s line s tronic quattro euro 6 (s/s) 4dr. 2 previous owners,mayo
audi sq8 (tdi v8),75505.00,27/11/2024,2020,37165,suv,automatic,diesel,red audi q8. sq8 tdi quattro vorsprung 5dr tiptronic 4.0. 1 previous owner,galway
audi tt (tdi),11980.00,28/11/2024,2013,95397,coupe,manual,diesel,audi tt. 2.0 tdi quattro black edition 2d 168 bhp. 1 previous owner,cork
audi rs5 (tfsi v6),51292.00,01/12/2024,2019,19766,coupe,automatic,petrol,red audi rs5. rs 5 coup- sport edition 450 ps tiptronic 2.9 2dr,dublin
audi a4 avant (black edition),30001.00,02/12/2024,2020,16867,estate,automatic,petrol,blue audi a4. avant black edition 35 tfsi 150 ps s tronic 2.0 5dr. 1 previous owner,dublin
audi e-tron (sport),51749.00,2024-12-02,2021,9237,suv,automatic,electric,audi e-tron. 230kw 50 quattro 71kwh sport 5dr auto. 2 previous owners,cork
audi sq5 (bitdi v6),22772.00,02/12/2024,2014,55445,suv,automatic,diesel,red audi sq5. 3.0 bitdi v6 tiptronic quattro euro 5 (s/s) 5dr,dublin
audi q5 (tdi),15403,03/12/2024,2013,72786,suv,automatic,diesel,"red audi q5. 2.0 tdi quattro s line plus 5d 175 bhp 12 months mot, 3 months warranty",dublin
audi a3 (sport),5058.00,04/12/2024,2009,66142,hatchback,manual,diesel,blue audi a3. 2.0 tdi sport sportback euro 4 5dr,leitrim
audi a1 (s line),16624.00,06/12/2024,2018,39208,hatchback,automatic,diesel,red audi a1. tdi s line nav 5dr s tronic 1.6,meath
audi q3 (black edition),34239.00,10/12/2024,2021,10458,suv,manual,petrol,"black audi q3. 35 tfsi black edition 5dr [audi virtual cockpit - 10.25"" display,rear parking sensors ,camera based traffic sign recognition,dab digital radio,black s",dublin
audi a4 avant (s line),13794.00,2024-12-10,2013,39301,estate,automatic,diesel,blue audi a4 avant. 2.0 tdi s line multitronic euro 5 (s/s) 5dr. 3 previous owners,limerick
audi q5 (tfsie),53773.00,11/12/2024,2021,9225,suv,automatic,petrol plug-in hybrid,red audi q5. edition 1 50 tfsi e quattro 299 ps s tronic 2.0 5dr,leitrim
audi q3 (tfsi),33759.00,14/12/2024,2020,29076,suv,automatic,petrol,red audi q3 avant. 40 tfsi quattro s line 5dr s tronic 2.0,kerry
audi q3 (tfsi),26912.00,15/12/2024,2019,40692,suv,automatic,petrol,red audi q3. 1.5 tfsi cod 35 s line s tronic euro 6 (s/s) 5dr. 1 previous owner,tipperary
audi a6 saloon (ultra),16837.00,15/12/2024,2015,52364,saloon,automatic,diesel,blue audi a6 saloon. 2.0 tdi ultra black edition saloon 4dr diesel s tronic euro 6 (s/s) (190 ps). 1 previous owner,dublin
audi q2 (s line),18968,16/12/2024,2019,56351,suv,automatic,diesel,red audi q2. 1.6 tdi s line 5d 114 bhp auto + bluetooth + parking sensors,cork
audi a5 (s line),20445.00,16/12/2024,2018,45796,hatchback,automatic,petrol,blue audi a5. 2.0 tfsi s line sportback s tronic euro 6 (s/s) 5dr. 2 previous owners,kerry
audi q3 (tfsi),29473,19/12/2024,2019,30700,suv,automatic,petrol,black audi q3. s line 35 tfsi 150 ps s tronic 1.5 5dr,galway
audi a3 (tfsi),8070.00,22/12/2024,2016,137270,hatchback,manual,petrol,black audi a3. 1.4 tfsi sport nav 5d 148 bhp cruise control * door mirrors. 2 previous owners,galway
audi q5 (s line plus),20327.00,22/12/2024,2017,44225,suv,manual,diesel,black audi q5. 2.0 tdi [190] quattro s line plus 5dr. 2 previous owners,cork
audi a1 (black edition),11311.00,22/12/2024,2016,84958,hatchback,manual,petrol,black audi a1. 1.4 tfsi black edition 3d 148 bhp. 2 previous owners,donegal
audi s3 (black edition),29479.00,22/12/2024,2017,20307,hatchback,automatic,petrol,audi s3. 2.0 tfsi black edition sportback s tronic quattro euro 6 (s/s) 5dr,limerick
