Name,SalePrice,DateOfSale,Year,Mileage,Classification,Transmission,FuelType,Description,SaleLocation
bmw i3 (s),31179.00,01/11/2024,2020,3794,hatchback,automatic,electric,grey bmw i3 series. i3s 120ah 5dr. 1 previous owner,meath
bmw m4 (biturbo),38477.00,2024-11-02,2019,42217,coupe,automatic,petrol,red bmw m4 series. m4 coupe competition package 3.0 2dr. 1 previous owner,cork
bmw 4 series (420d),19155.00,06/11/2024,2017,63080,coupe,automatic,diesel,bmw 4 series. 420d xdrive m sport coupe 2.0 2dr. 1 previous owner,limerick
bmw 1 series (efficientdynamics business),7868.00,2024-11-06,2014,97085,hatchback,manual,diesel,silver bmw 1 series. 1.6 116d ed efficientdynamics business euro 5 (s/s) 5dr,westmeath
bmw 1 series (m sport shadow edition),20368.00,08/11/2024,2019,32139,hatchback,automatic,petrol,bmw 1 series. 118i [1.5] m sport shadow ed 5dr step auto. 1 previous owner,dublin
bmw 3 series (320d),8817.00,08/11/2024,2016,131131,saloon,automatic,diesel,navy bmw 3 series. 2.0 320d se auto euro 6 (s/s) 4dr,cavan
bmw 5 series (m sport),9906.00,2024-11-10,2011,98088,saloon,automatic,diesel,red bmw 5 series. 2.0 520d m sport saloon 4dr diesel steptronic euro 5 (184 ps),dublin
bmw 4 series gran coupe (420i),21916.00,11/11/2024,2018,28440,hatchback,automatic,petrol,silver bmw 4 series gran coupe. 2.0 420i gpf m sport auto euro 6 (s/s) 5dr. 2 previous owners,dublin
bmw 1 series (116d),10191.00,12/11/2024,2014,85392,hatchback,automatic,diesel,silver bmw 1 series. 2.0 116d m sport auto euro 5 (s/s) 5dr. 3 previous owners,kerry
bmw 1 series (m sport),12455.00,2024-11-12,2014,52420,hatchback,manual,diesel,black bmw 1 series. 2.0 120d xdrive m sport 5d 181 bhp finance available / p/x welcome,dublin
bmw 5 series (530e),44206.00,13/11/2024,2021,16242,saloon,automatic,petrol plug-in hybrid,blue bmw 5 series. 2.0 530e 12kwh m sport steptronic euro 6 (s/s) 4dr,kildare
bmw z4 (highline edition),12119.00,2024-11-13,2011,32733,convertible,manual,petrol,silver bmw z4. 2.5 23i highline edition sdrive euro 5 2dr. 4 previous owners,laois
bmw 1 series (shadow edition),26582.00,15/11/2024,2018,23983,hatchback,automatic,petrol,blue bmw 1 series. m140i shadow edition 5-door 3.0 5dr. 1 previous owner,laois
bmw 1 series (116d),11475.00,2024-11-16,2016,71124,hatchback,manual,diesel,blue bmw 1 series. 1.5 116d ed plus euro 6 (s/s) 5dr,wicklow
bmw 5 series (m sport),8154,2024-11-16,2011,89313,saloon,automatic,diesel,red bmw 5 series. 2.0 520d m sport saloon 4dr diesel steptronic euro 5 (184 ps). 2 previous owners,carlow
bmw 3 series (mht),40405.00,16/11/2024,2021,6132,saloon,automatic,diesel hybrid,black bmw 3 series. 320d m sport pro edition saloon 2.0 4dr. 2 previous owners,meath
bmw x3 (m sport),30759.00,18/11/2024,2019,27384,suv,automatic,diesel,bmw x3. 2.0 20d m sport suv 5dr diesel auto xdrive euro 6 (s/s) (190 ps) - sports s,waterford
bmw 1 series (m135i),20853.00,2024-11-19,2015,36000,hatchback,automatic,petrol,red bmw 1 series. 3.0 m135i auto euro 6 (s/s) 5dr. 3 previous owners,westmeath
bmw x4 (35d),21878.00,19/11/2024,2015,77314,suv,automatic,diesel,black bmw x4. 3.0 35d m sport auto xdrive euro 6 (s/s) 5dr,dublin
bmw 4 series (m440i),50463.00,21/11/2024,2021,3366,convertible,automatic,petrol hybrid,navy bmw 4 series. m440i xdrive convertible 3.0 2dr. 2 previous owners,cork
bmw 2 series (218d),11845.00,23/11/2024,2015,130500,coupe,manual,diesel,silver bmw 2 series. 2.0 218d m sport (s/s) 2dr. 1 previous owner,kerry
bmw x1 (20d),17831.00,24/11/2024,2016,36885,suv,manual,diesel,blue bmw x1. xdrive 20d xline 5dr 2.0,cork
bmw 2 series (218d),10745.00,25/11/2024,2015,53389,coupe,manual,diesel,red bmw 2 series. 218d se 2.0 2dr. 2 previous owners,clare
bmw 4 series (430d),13783.00,28/11/2024,2014,99757,coupe,automatic,diesel,red bmw 4 series. 430d xdrive m sport 3.0 2dr,kildare
bmw 5 series (520d),15163.00,2024-11-28,2014,57255,saloon,automatic,diesel,navy bmw 5 series. 2.0 520d m sport 4d 181 bhp,offaly
bmw m3 (v8),20064.00,29/11/2024,2013,65959,convertible,automatic,petrol,bmw m3. 4.0 v8 limited edition 500 dct euro 5 2dr. 5 previous owners,galway
bmw 1 series (118i),9130.00,01/12/2024,2016,95109,hatchback,manual,petrol,black bmw 1 series. 1.5 118i sport euro 6 (s/s) 5dr,dublin
bmw 1 series (116d),12173.00,2024-12-01,2015,50174,hatchback,manual,diesel,red bmw 1 series. 1.5 116d m sport euro 6 (s/s) 3dr,dublin
bmw 3 series (320d),8153.00,2024-12-01,2013,104028,estate,automatic,diesel,black bmw 3 series. 2.0 320d luxury touring auto euro 5 (s/s) 5dr. 4 previous owners,kerry
bmw 4 series (420d),16137.00,02/12/2024,2016,68192,coupe,automatic,diesel,bmw 4 series diesel coupe. m sport euro6 d automatic coupe leather navigation ghost security 2.0 2dr. 2 previous owners,louth
bmw 1 series (m sport),11638.00,03/12/2024,2013,55273,hatchback,automatic,diesel,blue bmw 1 series. 2.0 120d m sport 3d 181 bhp zero deposit finance available,westmeath
bmw 3 series (318d),2842.00,03/12/2024,2011,188292,saloon,manual,diesel,red bmw 3 series. 2.0 318d m sport euro 5 (s/s) 4dr. 2 previous owners,wexford
bmw x5 (m50i v8),60289.00,03/12/2024,2020,32278,suv,automatic,petrol,red bmw x5. xdrive m50i 5dr auto 4.4,dublin
bmw 1 series (se),9007,05/12/2024,2013,72887,convertible,automatic,diesel,blue bmw 1 series. 2.0 118d se auto euro 5 2dr,louth
bmw 2 series (218i),21865.00,07/12/2024,2020,20098,coupe,automatic,petrol,navy bmw 2 series. 218i m sport 2dr [nav] step auto 1.5. 1 previous owner,meath
bmw 4 series gran coupe (430d),13341.00,10/12/2024,2016,87422,hatchback,automatic,diesel,black bmw 4 series gran coupe. 3.0 430d m sport auto xdrive euro 6 (s/s) 5dr. 4 previous owners,louth
bmw m4 (biturbo),71409.00,11/12/2024,2021,5550,convertible,automatic,petrol,red bmw 4 series. 2021 71 bmw m4 3.0 competition m xdrive convertible 2dr,dublin
bmw m5 (v8),52116.00,11/12/2024,2019,29884,saloon,automatic,petrol,blue bmw m5. 4.4 v8 steptronic xdrive euro 6 (s/s) 4dr. 1 previous owner,waterford
bmw z4 (20i),11409.00,12/12/2024,2012,56435,convertible,automatic,petrol,bmw z4. 2.0 20i auto sdrive euro 5 2dr. 5 previous owners,kerry
bmw 3 series (mht),41463.00,13/12/2024,2021,16980,saloon,automatic,petrol hybrid,silver bmw 3 series. m340i xdrive saloon 3.0 4dr. 1 previous owner,cork
bmw 1 series (116d),26481.00,13/12/2024,2020,10608,hatchback,automatic,diesel,black bmw 1 series. 1.5 116d m sport dct euro 6 (s/s) 5dr. 2 previous owners,wexford
bmw 3 series (m sport),10161.00,14/12/2024,2014,108186,saloon,manual,diesel,black bmw 3 series. 318d m sport 2.0 4dr,tipperary
bmw 3 series (luxury),14862.00,14/12/2024,2014,60485,saloon,automatic,petrol hybrid,blue bmw 3 series. 3.0 activehybrid 3 luxury 4d 302 bhp professional navigation system+aux,cork
bmw x2 (20d),25819.00,15/12/2024,2018,23022,suv,automatic,diesel,grey bmw x2 series. x2 xdrive20d m sport 2.0 5dr. 2 previous owners,meath
bmw 1 series (sport),2408.00,16/12/2024,2009,166530,hatchback,manual,diesel,black bmw 1 series. 2.0 116d sport hatchback 3dr diesel manual euro 4 (116 ps). 3 previous owners,galway
bmw m3 (monte carlo),27189.00,17/12/2024,2010,79048,coupe,auto,petrol,navy bmw m3. 4.0 iv8 monte carlo dct euro 4 2dr,dublin
bmw 1 series (sport),6708.00,19/12/2024,2013,80156,hatchback,manual,petrol,silver bmw 1 series. 114 sport 1.6 3dr. 5 previous owners,dublin
bmw 7 series (730ld),30182.00,19/12/2024,2017,62343,saloon,automatic,diesel,black bmw 7 series. 3.0 730ld m sport auto euro 6 (s/s) 4dr. 4 previous owners,cavan
bmw 1 series (116d),7203.00,2024-12-19,2015,135133,hatchback,manual,diesel,bmw 1 series. 1.5 116d ed plus euro 6 (s/s) 5dr. 5 previous owners,limerick
bmw 1 series (118d),10324.00,2024-12-21,2017,72293,hatchback,manual,diesel,silver bmw 1 series. 2.0 118d sport euro 6 (s/s) 5dr. 2 previous owners,dublin
bmw 1 series (118d),7576.00,2024-12-21,2012,105724,hatchback,manual,diesel,blue bmw 1 series. 2.0 118d m sport euro 5 (s/s) 5dr. 2 previous owners,galway
bmw 1 series (120d),15463.00,22/12/2024,2016,53815,hatchback,auto,diesel,bmw 1 series. 120d xdrive m sport 2.0 5dr,monaghan
